adresse
"80.0  BD BELLEVILLE, Paris 20.0"
"35.0  RUE MENILMONTANT, Paris 20.0"
"168.0  BD MORTIER, Paris 20.0"
"119.0  BD MORTIER, Paris 20.0"
"45.0  RUE PELLEPORT, Paris 20.0"
"11.0  RUE CHER, Paris 20.0"
"202.0  RUE PYRENEES, Paris 20.0"
"10.0  AV PERE LACHAISE, Paris 20.0"
"13.0 B AV PERE LACHAISE, Paris 20.0"
"46.0  RUE ORFILA, Paris 20.0"
"46.0  BD MENILMONTANT, Paris 20.0"
"66.0  BD MENILMONTANT, Paris 20.0"
"155.0 B RUE PYRENEES, Paris 20.0"
"181.0  RUE PYRENEES, Paris 20.0"
"116.0  BD MENILMONTANT, Paris 20.0"
"144.0  BD CHARONNE, Paris 20.0"
"52.0  RUE TERRE NEUVE, Paris 20.0"
"65.0  RUE AVRON, Paris 20.0"
"23.0  RUE REUNION, Paris 20.0"
"36.0  BD CHARONNE, Paris 20.0"
"30.0  BD CHARONNE, Paris 20.0"
"1.0  CRS VINCENNES, Paris 20.0"
"8.0  RUE REUNION, Paris 20.0"
"108.0  RUE PYRENEES, Paris 20.0"
"72.0  RUE PYRENEES, Paris 20.0"
"54.0  RUE MOURAUD, Paris 20.0"
"7.0  SQ CARDEURS, Paris 20.0"
"169.0  BD DAVOUT, Paris 20.0"
"164.0  BD DAVOUT, Paris 20.0"
"6.0  RUE CHARLES ET ROBERT, Paris 20.0"
"142.0  RUE AVRON, Paris 20.0"
"10.0  RUE BEAUREGARD, Paris 2.0"
"52.0  RUE ECOLES, Paris 5.0"
"18.0  RUE VERRERIE, Paris 4.0"
"80.0  BD SAINT MICHEL, Paris 6.0"
"70.0  RUE GAY LUSSAC, Paris 5.0"
"8.0  RUE SABOT, Paris 6.0"
"63.0  RUE PIERRE CHARRON, Paris 8.0"
"14.0  RUE VICTOR MASSE, Paris 9.0"
"22.0  RUE MORET, Paris 11.0"
"3.0  RUE TITON, Paris 11.0"
"47.0  RUE CROZATIER, Paris 12.0"
"1.0  RUE MONTGALLET, Paris 12.0"
"16.0  RUE CAPRON, Paris 18.0"
"11.0  RUE PETITES ECURIES, Paris 10.0"
"8.0  RUE LALLIER, Paris 9.0"
"8.0  SQ HENRI DELORMEL, Paris 14.0"
"87.0  RUE THEATRE, Paris 15.0"
"32.0  RUE TILSITT, Paris 17.0"
"119.0 B RUE ORDENER, Paris 18.0"
"93.0  RUE MARTYRS, Paris 18.0"
"221.0  RUE CHAMPIONNET, Paris 18.0"
"53.0  RUE RUISSEAU, Paris 18.0"
"67.0  RUE PETIT, Paris 19.0"
"107.0  RUE MARCADET, Paris 18.0"
"100.0 B RUE PYRENEES, Paris 20.0"
"77.0  RUE RAMBUTEAU, Paris 1.0"
"32.0  RUE BASFROI, Paris 11.0"
"4.0  RUE CASTELLANE, Paris 8.0"
"10.0  PL ALIGRE, Paris 12.0"
"72.0  RUE COMMERCE, Paris 15.0"
"7.0  BD ALGERIE, Paris 19.0"
"11.0  BD DAVOUT, Paris 20.0"
"128.0  RUE OBERKAMPF, Paris 11.0"
"116.0  RUE POISSONNIERS, Paris 18.0"
"30.0  RUE BLONDEL, Paris 2.0"
"38.0  RUE TREVISE, Paris 9.0"
"80.0  AV MAINE, Paris 14.0"
"4.0  RUE HUIT MAI 1945, Paris 10.0"
"6.0  RUE COLONELS RENARD, Paris 17.0"
"53.0  AV PAUL DOUMER, Paris 16.0"
"33.0  RUE POULET, Paris 18.0"
"3.0  RUE EMMERY, Paris 20.0"
"21.0 B BD BARBES, Paris 18.0"
"20.0  BD SAINT MICHEL, Paris 6.0"
"137.0  RUE RIVOLI, Paris 1.0"
"10.0  RUE CLAUZEL, Paris 9.0"
"31.0  RUE PHILIPPE DE GIRARD, Paris 10.0"
"17.0  RUE BOULETS, Paris 11.0"
"10.0  RUE THEOPHILE ROUSSEL, Paris 12.0"
"28.0  RUE TOLBIAC, Paris 13.0"
"38.0  RUE LINOIS, Paris 15.0"
"13.0  RUE AMSTERDAM, Paris 8.0"
"34.0  RUE MONT THABOR, Paris 1.0"
"51.0  RUE CHAUSSEE D ANTIN, Paris 9.0"
"15.0  RUE DUPIN, Paris 6.0"
"10.0  RUE LATRAN, Paris 5.0"
"57.0  RUE VAUGIRARD, Paris 6.0"
"54.0  AV BOSQUET, Paris 7.0"
"14.0  RUE HUIT MAI 1945, Paris 10.0"
"112.0  BD RICHARD LENOIR, Paris 11.0"
"2.0  RUE LOUNES MATOUB, Paris 19.0"
"56.0  RUE LA FAYETTE, Paris 9.0"
"2.0  GAL NEMOURS, Paris 1.0"
"80.0  QU JEMMAPES, Paris 10.0"
"1.0  RUE PAUL KLEE, Paris 13.0"
"31.0  BD LEFEBVRE, Paris 15.0"
"101.0  RUE POTEAU, Paris 18.0"
"125.0  BD MACDONALD, Paris 19.0"
"99.0  RUE DESSOUS DES BERGES, Paris 13.0"
"131.0  RUE TOLBIAC, Paris 13.0"
"3.0  RUE CIRQUE, Paris 8.0"
"40.0  RUE CLIGNANCOURT, Paris 18.0"
"52.0  BD CHAPELLE, Paris 18.0"
"5.0  RUE LANNEAU, Paris 5.0"
"17.0  RUE BREGUET, Paris 11.0"
"14.0  PL JACQUES BONSERGENT, Paris 10.0"
"4.0 T PAS MAIN D OR, Paris 11.0"
"60.0  QU ORFEVRES, Paris 1.0"
"4.0  RUE PERRAULT, Paris 1.0"
"11.0 B RUE HALLES, Paris 1.0"
"46.0  RUE SAINT HONORE, Paris 1.0"
"9.0  RUE VAUVILLIERS, Paris 1.0"
"110.0  RUE SAINT HONORE, Paris 1.0"
"10.0  RUE JEAN JACQUES ROUSSEAU, Paris 1.0"
"4.0  RUE PELICAN, Paris 1.0"
"11.0  RUE TURBIGO, Paris 1.0"
"1.0  RUE PIERRE LESCOT, Paris 1.0"
"1.0  RUE PIERRE LESCOT, Paris 1.0"
"2.0  GAL NEMOURS, Paris 1.0"
"258.0  RUE SAINT HONORE, Paris 1.0"
"13.0  AV OPERA, Paris 1.0"
"3.0  RUE MOLIERE, Paris 1.0"
"51.0  RUE RICHELIEU, Paris 1.0"
"27.0  AV OPERA, Paris 1.0"
"30.0  AV CORENTIN CARIOU, Paris 19.0"
"53.0  RUE SAINT ROCH, Paris 1.0"
"34.0  PL MARCHE SAINT HONORE, Paris 1.0"
"3.0  RUE ALGER, Paris 1.0"
"12.0  RUE CAPUCINES, Paris 2.0"
"7.0  RUE PAIX, Paris 2.0"
"39.0  AV OPERA, Paris 2.0"
"39.0  AV OPERA, Paris 2.0"
"19.0  RUE ANTIN, Paris 2.0"
"21.0  RUE QUATRE SEPTEMBRE, Paris 2.0"
"40.0  RUE PETITS CHAMPS, Paris 2.0"
"40.0  RUE PETITS CHAMPS, Paris 2.0"
"11.0  RUE RAMEAU, Paris 2.0"
"11.0  BD MONTMARTRE, Paris 2.0"
"10.0  RUE PETITS PERES, Paris 2.0"
"3.0  RUE MANDAR, Paris 2.0"
"5.0  RUE MANDAR, Paris 2.0"
"71.0  RUE ABOUKIR, Paris 2.0"
"33.0  RUE ALEXANDRIE, Paris 2.0"
"86.0  RUE ABOUKIR, Paris 2.0"
"22.0  RUE TURBIGO, Paris 2.0"
"120.0  RUE SAINT DENIS, Paris 2.0"
"27.0  RUE TURBIGO, Paris 2.0"
"135.0  BD SEBASTOPOL, Paris 2.0"
"9.0  BD SAINT DENIS, Paris 3.0"
"38.0  RUE NOTRE DAME DE NAZARETH, Paris 3.0"
"201.0  RUE TEMPLE, Paris 3.0"
"7.0  RUE NOTRE DAME DE NAZARETH, Paris 3.0"
"21.0  RUE NOTRE DAME DE NAZARETH, Paris 3.0"
"70.0  RUE GRAVILLIERS, Paris 3.0"
"167.0  BD MACDONALD, Paris 19.0"
"18.0  RUE MAIRE, Paris 3.0"
"3.0  RUE VOLTA, Paris 3.0"
"18.0  RUE PORTEFOIN, Paris 3.0"
"58.0  RUE CHARLOT, Paris 3.0"
"10.0  RUE BERANGER, Paris 3.0"
"65.0  RUE SAINTONGE, Paris 3.0"
"21.0  BD TEMPLE, Paris 3.0"
"18.0  RUE COMMINES, Paris 3.0"
"21.0  RUE PONT AUX CHOUX, Paris 3.0"
"2.0  RUE PARC ROYAL, Paris 3.0"
"16.0  RUE SAINTE ANASTASE, Paris 3.0"
"18.0  RUE SAINTE ANASTASE, Paris 3.0"
"8.0  RUE DEBELLEYME, Paris 3.0"
"222.0  RUE SAINT MARTIN, Paris 3.0"
"7.0  RUE BOURG L ABBE, Paris 3.0"
"64.0  BD SEBASTOPOL, Paris 3.0"
"149.0  RUE SAINT MARTIN, Paris 3.0"
"131.0  RUE SAINT MARTIN, Paris 4.0"
"20.0  RUE BEAUBOURG, Paris 4.0"
"37.0  RUE TEMPLE, Paris 4.0"
"20.0  BD SEBASTOPOL, Paris 4.0"
"24.0  RUE TEMPLE, Paris 4.0"
"80.0  RUE RIVOLI, Paris 4.0"
"9.0  RUE RIVOLI, Paris 4.0"
"62.0  RUE FRANCOIS MIRON, Paris 4.0"
"13.0  RUE SAINT PAUL, Paris 4.0"
"3.0  RUE TURENNE, Paris 4.0"
"1.0  RUE GUILLEMITES, Paris 4.0"
"24.0  RUE ECOUFFES, Paris 4.0"
"45.0  RUE FRANCS BOURGEOIS, Paris 4.0"
"4.0  RUE ROI DE SICILE, Paris 4.0"
"46.0  RUE ARCHIVES, Paris 4.0"
"20.0  RUE TOURNELLES, Paris 4.0"
"39.0  BD HENRI IV, Paris 4.0"
"24.0  RUE SAINT PAUL, Paris 4.0"
"6.0  QU CELESTINS, Paris 4.0"
"13.0  RUE PAS DE LA MULE, Paris 4.0"
"31.0  RUE BIEVRE, Paris 5.0"
"46.0  RUE FOSSES SAINT BERNARD, Paris 5.0"
"24.0  RUE PONTOISE, Paris 5.0"
"40.0  RUE CARDINAL LEMOINE, Paris 5.0"
"59.0  RUE CARDINAL LEMOINE, Paris 5.0"
"38.0  RUE MONGE, Paris 5.0"
"6.0  AV GOBELINS, Paris 5.0"
"111.0  RUE MOUFFETARD, Paris 5.0"
"116.0  RUE MOUFFETARD, Paris 5.0"
"12.0  RUE PASCAL, Paris 5.0"
"283.0  RUE SAINT JACQUES, Paris 5.0"
"90.0  BD PORT ROYAL, Paris 5.0"
"243.0  RUE SAINT JACQUES, Paris 5.0"
"202.0  RUE SAINT JACQUES, Paris 5.0"
"68.0  RUE MOUFFETARD, Paris 5.0"
"161.0  RUE SAINT JACQUES, Paris 5.0"
"4.0  RUE MOUFFETARD, Paris 5.0"
"1.0  RUE LAPLACE, Paris 5.0"
"6.0  RUE SORBONNE, Paris 5.0"
"40.0  RUE SAINT JACQUES, Paris 5.0"
"67.0  BD SAINT GERMAIN, Paris 5.0"
"51.0 B BD SAINT GERMAIN, Paris 5.0"
"16.0  RUE CARMES, Paris 5.0"
"3.0  RUE LAGRANGE, Paris 5.0"
"31.0  RUE GALANDE, Paris 5.0"
"8.0  RUE SAINT SEVERIN, Paris 5.0"
"51.0  RUE HARPE, Paris 5.0"
"18.0  RUE SEGUIER, Paris 6.0"
"11.0  RUE DAUPHINE, Paris 6.0"
"41.0  RUE MAZARINE, Paris 6.0"
"10.0  RUE BUCI, Paris 6.0"
"61.0  RUE SAINT ANDRE DES ARTS, Paris 6.0"
"42.0  RUE MAZARINE, Paris 6.0"
"27.0  RUE SEINE, Paris 6.0"
"31.0  RUE SEINE, Paris 6.0"
"44.0  RUE MONSIEUR LE PRINCE, Paris 6.0"
"12.0  PL SAINT SULPICE, Paris 6.0"
"21.0  RUE SAINT SULPICE, Paris 6.0"
"38.0  RUE VAUGIRARD, Paris 6.0"
"53.0  RUE VAUGIRARD, Paris 6.0"
"169.0  RUE RENNES, Paris 6.0"
"112.0 B RUE RENNES, Paris 6.0"
"24.0  RUE REGARD, Paris 6.0"
"19.0  RUE ABBE GREGOIRE, Paris 6.0"
"128.0  RUE RENNES, Paris 6.0"
"59.0  BD MONTPARNASSE, Paris 6.0"
"121.0  RUE SEVRES, Paris 6.0"
"2.0  RUE ASSAS, Paris 6.0"
"100.0  RUE RENNES, Paris 6.0"
"28.0  RUE CHERCHE MIDI, Paris 6.0"
"15.0  RUE SEVRES, Paris 6.0"
"3.0  RUE CHERCHE MIDI, Paris 6.0"
"84.0  RUE RENNES, Paris 6.0"
"66.0  RUE RENNES, Paris 6.0"
"54.0  RUE FOUR, Paris 6.0"
"66.0  RUE SEINE, Paris 6.0"
"28.0  RUE JACOB, Paris 6.0"
"3.0  RUE LILLE, Paris 7.0"
"9.0  RUE VERNEUIL, Paris 7.0"
"25.0  RUE BAC, Paris 7.0"
"15.0  RUE PRE AUX CLERCS, Paris 7.0"
"11.0  RUE LUYNES, Paris 7.0"
"108.0  RUE BAC, Paris 7.0"
"41.0  RUE VANEAU, Paris 7.0"
"264.0  BD SAINT GERMAIN, Paris 7.0"
"30.0  RUE BOURGOGNE, Paris 7.0"
"36.0  RUE FABERT, Paris 7.0"
"4.0 B RUE ESTREES, Paris 7.0"
"88.0  RUE SEVRES, Paris 7.0"
"24.0  AV TOURVILLE, Paris 7.0"
"39.0  RUE CLER, Paris 7.0"
"40.0  AV LA MOTTE PICQUET, Paris 7.0"
"184.0  RUE GRENELLE, Paris 7.0"
"11.0  RUE AMELIE, Paris 7.0"
"15.0  RUE MALAR, Paris 7.0"
"1.0  RUE EDMOND VALENTIN, Paris 7.0"
"7.0  RUE SEDILLOT, Paris 7.0"
"27.0  AV RAPP, Paris 7.0"
"48.0  AV LA BOURDONNAIS, Paris 7.0"
"55.0  AV SUFFREN, Paris 7.0"
"32.0  AV RAPP, Paris 7.0"
"129.0  RUE SAINT DOMINIQUE, Paris 7.0"
"11.0 B RUE FRANCOIS IER, Paris 8.0"
"12.0  AV MONTAIGNE, Paris 8.0"
"20.0  RUE FRANCOIS IER, Paris 8.0"
"22.0  RUE FRANCOIS IER, Paris 8.0"
"99.0  AV CHAMPS ELYSEES, Paris 8.0"
"2.0  AV FRIEDLAND, Paris 8.0"
"122.0  AV CHAMPS ELYSEES, Paris 8.0"
"4.0  RUE CHATEAUBRIAND, Paris 8.0"
"68.0  RUE LA BOETIE, Paris 8.0"
"6.0  RUE PONTHIEU, Paris 8.0"
"38.0  AV WAGRAM, Paris 8.0"
"30.0  RUE JOUBERT, Paris 9.0"
"27.0  RUE PONTHIEU, Paris 8.0"
"16.0  AV MATIGNON, Paris 8.0"
"17.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"3.0  RUE FAUBOURG SAINT HONORE, Paris 8.0"
"22.0  RUE ROYALE, Paris 8.0"
"420.0  RUE SAINT HONORE, Paris 8.0"
"31.0  RUE VIGNON, Paris 8.0"
"13.0  RUE CASTELLANE, Paris 8.0"
"76.0  BD HAUSSMANN, Paris 8.0"
"104.0  BD HAUSSMANN, Paris 8.0"
"39.0  RUE ARCADE, Paris 8.0"
"21.0  RUE ROYALE, Paris 8.0"
"23.0  BD MALESHERBES, Paris 8.0"
"20.0  RUE MIROMESNIL, Paris 8.0"
"30.0  RUE MIROMESNIL, Paris 8.0"
"29.0  RUE MIROMESNIL, Paris 8.0"
"45.0  RUE PENTHIEVRE, Paris 8.0"
"133.0  BD HAUSSMANN, Paris 8.0"
"166.0  BD HAUSSMANN, Paris 8.0"
"15.0  RUE TREILHARD, Paris 8.0"
"87.0  BD MALESHERBES, Paris 8.0"
"75.0  BD MALESHERBES, Paris 8.0"
"85.0  BD MALESHERBES, Paris 8.0"
"80.0  RUE MIROMESNIL, Paris 8.0"
"46.0  RUE LABORDE, Paris 8.0"
"115.0 B BD HAUSSMANN, Paris 8.0"
"8.0  RUE LA BOETIE, Paris 8.0"
"75.0  RUE ROCHER, Paris 8.0"
"55.0  RUE ROME, Paris 8.0"
"29.0  RUE TURIN, Paris 8.0"
"14.0  PL KOSSUTH, Paris 9.0"
"53.0  RUE CLICHY, Paris 9.0"
"65.0  RUE CLICHY, Paris 9.0"
"79.0  BD CLICHY, Paris 9.0"
"51.0  RUE BLANCHE, Paris 9.0"
"46.0  RUE CLICHY, Paris 9.0"
"34.0  RUE NOTRE DAME DE LORETTE, Paris 9.0"
"39.0  RUE NOTRE DAME DE LORETTE, Paris 9.0"
"19.0  RUE NOTRE DAME DE LORETTE, Paris 9.0"
"39.0  RUE GEOFFROY SAINT HILAIRE, Paris 5.0"
"20.0  RUE SAINT LAZARE, Paris 9.0"
"41.0  RUE TAITBOUT, Paris 9.0"
"62.0  BD HAUSSMANN, Paris 9.0"
"8.0  BD MADELEINE, Paris 9.0"
"10.0  RUE SEZE, Paris 9.0"
"9.0  RUE AUBER, Paris 9.0"
"1.0  RUE SCRIBE, Paris 9.0"
"12.0  RUE HELDER, Paris 9.0"
"9.0  RUE FAUBOURG MONTMARTRE, Paris 9.0"
"7.0  RUE PROVENCE, Paris 9.0"
"9.0  RUE PROVENCE, Paris 9.0"
"43.0  RUE FAUBOURG MONTMARTRE, Paris 9.0"
"23.0  RUE DROUOT, Paris 9.0"
"25.0  RUE TREVISE, Paris 9.0"
"24.0  RUE FAUBOURG MONTMARTRE, Paris 9.0"
"1.0  RUE BERGERE, Paris 9.0"
"11.0  RUE BLEUE, Paris 9.0"
"63.0  RUE FAUBOURG POISSONNIERE, Paris 9.0"
"10.0  RUE BLEUE, Paris 9.0"
"58.0  RUE LAFFITTE, Paris 9.0"
"36.0  RUE RODIER, Paris 9.0"
"1.0  RUE TURGOT, Paris 9.0"
"50.0  RUE CONDORCET, Paris 9.0"
"35.0  AV TRUDAINE, Paris 9.0"
"8.0  RUE LALLIER, Paris 9.0"
"69.0  RUE DUNKERQUE, Paris 9.0"
"7.0  RUE ROCHECHOUART, Paris 9.0"
"96.0  RUE FAUBOURG POISSONNIERE, Paris 10.0"
"22.0  RUE DUNKERQUE, Paris 10.0"
"31.0  BD CHAPELLE, Paris 10.0"
"4.0  RUE CHAUDRON, Paris 10.0"
"8.0  RUE CHATEAU LANDON, Paris 10.0"
"180.0  RUE LA FAYETTE, Paris 10.0"
"93.0  BD MAGENTA, Paris 10.0"
"40.0  RUE PARADIS, Paris 10.0"
"35.0  RUE PARADIS, Paris 10.0"
"40.0  RUE PETITES ECURIES, Paris 10.0"
"1.0  COUR PETITES ECURIES, Paris 10.0"
"33.0  RUE PETITES ECURIES, Paris 10.0"
"10.0  RUE PETITES ECURIES, Paris 10.0"
"19.0  RUE CHABROL, Paris 10.0"
"24.0  RUE PARADIS, Paris 10.0"
"14.0  RUE FIDELITE, Paris 10.0"
"67.0  BD MAGENTA, Paris 10.0"
"71.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"71.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"83.0  RUE FAUBOURG SAINT MARTIN, Paris 10.0"
"7.0  BD MAGENTA, Paris 10.0"
"29.0  RUE YVES TOUDIC, Paris 10.0"
"26.0  BD MAGENTA, Paris 10.0"
"41.0  RUE LANCRY, Paris 10.0"
"56.0  BD MAGENTA, Paris 10.0"
"22.0  RUE TAYLOR, Paris 10.0"
"3.0  RUE EUGENE VARLIN, Paris 10.0"
"20.0  RUE EUGENE VARLIN, Paris 10.0"
"227.0  RUE LA FAYETTE, Paris 10.0"
"65.0  BD VILLETTE, Paris 10.0"
"205.0  RUE SAINT MAUR, Paris 10.0"
"219.0  RUE SAINT MAUR, Paris 10.0"
"219.0  RUE SAINT MAUR, Paris 10.0"
"87.0  RUE FAUBOURG DU TEMPLE, Paris 10.0"
"7.0  RUE PRESENTATION, Paris 11.0"
"55.0  BD BELLEVILLE, Paris 11.0"
"92.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"27.0  RUE MORET, Paris 11.0"
"133.0  RUE OBERKAMPF, Paris 11.0"
"43.0  AV REPUBLIQUE, Paris 11.0"
"115.0  RUE SAINT MAUR, Paris 11.0"
"36.0 B RUE FAUBOURG DU TEMPLE, Paris 11.0"
"38.0  RUE FAUBOURG DU TEMPLE, Paris 11.0"
"48.0  RUE FAUBOURG DU TEMPLE, Paris 11.0"
"103.0  AV PARMENTIER, Paris 11.0"
"50.0  RUE JEAN PIERRE TIMBAUD, Paris 11.0"
"29.0  BD VOLTAIRE, Paris 11.0"
"14.0  RUE RAMPON, Paris 11.0"
"8.0  AV REPUBLIQUE, Paris 11.0"
"6.0  BD VOLTAIRE, Paris 11.0"
"25.0  RUE OBERKAMPF, Paris 11.0"
"34.0  BD VOLTAIRE, Paris 11.0"
"43.0  RUE FOLIE MERICOURT, Paris 11.0"
"62.0  AV PARMENTIER, Paris 11.0"
"135.0  BD MENILMONTANT, Paris 11.0"
"107.0  AV REPUBLIQUE, Paris 11.0"
"47.0  RUE SAINT MAUR, Paris 11.0"
"49.0  RUE POPINCOURT, Paris 11.0"
"66.0  BD VOLTAIRE, Paris 11.0"
"20.0  BD FILLES DU CALVAIRE, Paris 11.0"
"100.0  BD BEAUMARCHAIS, Paris 11.0"
"10.0  RUE SAINT SEBASTIEN, Paris 11.0"
"26.0  BD BEAUMARCHAIS, Paris 11.0"
"4.0  RUE SEDAINE, Paris 11.0"
"9.0  RUE SEDAINE, Paris 11.0"
"4.0  RUE POPINCOURT, Paris 11.0"
"93.0  BD VOLTAIRE, Paris 11.0"
"122.0  RUE CHEMIN VERT, Paris 11.0"
"96.0  AV PHILIPPE AUGUSTE, Paris 11.0"
"151.0  BD CHARONNE, Paris 11.0"
"127.0 B BD VOLTAIRE, Paris 11.0"
"138.0  BD VOLTAIRE, Paris 11.0"
"32.0  RUE BASFROI, Paris 11.0"
"37.0  RUE CHARONNE, Paris 11.0"
"5.0  RUE CHARONNE, Paris 11.0"
"33.0  RUE FAUBOURG SAINT ANTOINE, Paris 11.0"
"36.0  RUE KELLER, Paris 11.0"
"78.0  RUE ROQUETTE, Paris 11.0"
"58.0  RUE CHARONNE, Paris 11.0"
"131.0  RUE FAUBOURG SAINT ANTOINE, Paris 11.0"
"25.0  RUE FAIDHERBE, Paris 11.0"
"15.0  RUE MONTREUIL, Paris 11.0"
"62.0  RUE MONTREUIL, Paris 11.0"
"221.0  BD VOLTAIRE, Paris 11.0"
"185.0  BD VOLTAIRE, Paris 11.0"
"168.0 B RUE CHARONNE, Paris 11.0"
"99.0  BD CHARONNE, Paris 11.0"
"52.0  AV PHILIPPE AUGUSTE, Paris 11.0"
"10.0  RUE CANDIE, Paris 11.0"
"23.0  RUE MARSOULAN, Paris 12.0"
"58.0  RUE RENDEZ VOUS, Paris 12.0"
"68.0  BD PICPUS, Paris 12.0"
"58.0  AV DOCTEUR ARNOLD NETTER, Paris 12.0"
"96.0  CRS VINCENNES, Paris 12.0"
"2.0  PL EDOUARD RENARD, Paris 12.0"
"80.0  AV GENERAL MICHEL BIZOT, Paris 12.0"
"19.0  BD SOULT, Paris 12.0"
"271.0  AV DAUMESNIL, Paris 12.0"
"100.0  AV GENERAL MICHEL BIZOT, Paris 12.0"
"10.0  RUE RENDEZ VOUS, Paris 12.0"
"4.0  RUE NIEPCE, Paris 14.0"
"80.0  CRS VINCENNES, Paris 12.0"
"238.0  RUE FAUBOURG SAINT ANTOINE, Paris 12.0"
"238.0  RUE FAUBOURG SAINT ANTOINE, Paris 12.0"
"11.0  RUE DOCTEUR GOUJON, Paris 12.0"
"209.0  AV DAUMESNIL, Paris 12.0"
"223.0  AV DAUMESNIL, Paris 12.0"
"251.0  AV DAUMESNIL, Paris 12.0"
"12.0  RUE TOURNEUX, Paris 12.0"
"16.0  RUE WATTIGNIES, Paris 12.0"
"27.0  RUE WATTIGNIES, Paris 12.0"
"223.0  RUE CHARENTON, Paris 12.0"
"90.0  BD DIDEROT, Paris 12.0"
"7.0  RUE RONDELET, Paris 12.0"
"3.0  RUE COLONEL ROZANOFF, Paris 12.0"
"35.0 B RUE REUILLY, Paris 12.0"
"96.0  AV DAUMESNIL, Paris 12.0"
"212.0 B RUE CHARENTON, Paris 12.0"
"83.0  RUE BERCY, Paris 12.0"
"15.0  BD BERCY, Paris 12.0"
"156.0  RUE CHARENTON, Paris 12.0"
"121.0  RUE CHARENTON, Paris 12.0"
"86.0  BD DIDEROT, Paris 12.0"
"172.0  RUE FAUBOURG SAINT ANTOINE, Paris 12.0"
"16.0  RUE COTTE, Paris 12.0"
"24.0  RUE COTTE, Paris 12.0"
"71.0  AV LEDRU ROLLIN, Paris 12.0"
"30.0  AV DAUMESNIL, Paris 12.0"
"9.0 B RUE ALIGRE, Paris 12.0"
"5.0  BD SAINT MARCEL, Paris 13.0"
"2.0  RUE WALLONS, Paris 13.0"
"4.0  RUE WALLONS, Paris 13.0"
"4.0  RUE MICHEL PETER, Paris 13.0"
"6.0  RUE PRIMATICE, Paris 13.0"
"6.0  RUE COYPEL, Paris 13.0"
"34.0  RUE TOLBIAC, Paris 13.0"
"102.0  AV IVRY, Paris 13.0"
"44.0  AV IVRY, Paris 13.0"
"5.0 B AV ITALIE, Paris 13.0"
"31.0  BD KELLERMANN, Paris 13.0"
"163.0  RUE TOLBIAC, Paris 13.0"
"30.0  AV ITALIE, Paris 13.0"
"30.0  AV ITALIE, Paris 13.0"
"69.0  RUE GLACIERE, Paris 13.0"
"38.0  RUE CINQ DIAMANTS, Paris 13.0"
"68.0  BD AUGUSTE BLANQUI, Paris 13.0"
"40.0  BD ARAGO, Paris 13.0"
"73.0  RUE BROCA, Paris 13.0"
"112.0  BD ARAGO, Paris 14.0"
"17.0 B RUE CAMPAGNE PREMIERE, Paris 14.0"
"9.0  RUE CHEMINOTS, Paris 18.0"
"15.0  RUE CHEMINOTS, Paris 18.0"
"18.0  RUE MAINE, Paris 14.0"
"6.0  RUE DAGUERRE, Paris 14.0"
"58.0  BD SAINT JACQUES, Paris 14.0"
"51.0  BD SAINT JACQUES, Paris 14.0"
"11.0  AV GENERAL LECLERC, Paris 14.0"
"45.0  AV GENERAL LECLERC, Paris 14.0"
"82.0  RUE HALLE, Paris 14.0"
"5.0  RUE ALPHONSE DAUDET, Paris 14.0"
"9.0  RUE ALPHONSE DAUDET, Paris 14.0"
"3.0  RUE SARRETTE, Paris 14.0"
"128.0  BD BRUNE, Paris 14.0"
"197.0  BD BRUNE, Paris 14.0"
"112.0  AV GENERAL LECLERC, Paris 14.0"
"22.0  AV JEAN MOULIN, Paris 14.0"
"84.0  RUE ALESIA, Paris 14.0"
"37.0  RUE BREZIN, Paris 14.0"
"26.0  AV GENERAL LECLERC, Paris 14.0"
"61.0  RUE DAGUERRE, Paris 14.0"
"87.0  RUE DAGUERRE, Paris 14.0"
"33.0  RUE DIDOT, Paris 14.0"
"141.0  RUE ALESIA, Paris 14.0"
"91.0  RUE DIDOT, Paris 14.0"
"97.0  RUE DIDOT, Paris 14.0"
"90.0  BD BRUNE, Paris 14.0"
"233.0  RUE ALESIA, Paris 14.0"
"164.0  RUE ALESIA, Paris 14.0"
"38.0  AV VILLEMAIN, Paris 14.0"
"82.0  RUE MOULIN VERT, Paris 14.0"
"24.0  RUE RAYMOND LOSSERAND, Paris 14.0"
"50.0  RUE PERNETY, Paris 14.0"
"11.0  RUE FRANCIS DE PRESSENSE, Paris 14.0"
"172.0  RUE ALESIA, Paris 14.0"
"18.0  RUE JOBBE DUVAL, Paris 15.0"
"1.0  RUE MORILLONS, Paris 15.0"
"214.0  RUE CONVENTION, Paris 15.0"
"28.0  RUE GASSENDI, Paris 14.0"
"132.0  BD GRENELLE, Paris 15.0"
"68.0  RUE OLIVIER DE SERRES, Paris 15.0"
"76.0  RUE OLIVIER DE SERRES, Paris 15.0"
"70.0  RUE VASCO DE GAMA, Paris 15.0"
"17.0  RUE HAMEAU, Paris 15.0"
"221.0  RUE CROIX NIVERT, Paris 15.0"
"158.0  RUE CONVENTION, Paris 15.0"
"1.0  RUE FRANCOIS MOUTHON, Paris 15.0"
